source,current_name,proposed_name,name_decision,name_rationale,module,kind,parameter,current_default,default_decision,default_rationale,migration_note
python,ksirt_analysis,analyze_ksirt,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.ksirt,function,kernel,'gaussian',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ksirt_analysis,analyze_ksirt,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.ksirt,function,nevalpoints,51,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep nevalpoints=51 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,converged,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,final_objective_span,0.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,final_parameter_span,0.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,max_iter,0,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=0 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,objective_tolerance,0.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,parameter_tolerance,0.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,IrtLinkResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.linking,class,termination_reason,'closed_form',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,irt_link,link_irt,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.linking,function,method,'stocking_lord',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,irt_link,link_irt,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.linking,function,q_theta,41,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=41 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,link_fixed_item_parameters,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.linking,function,factor_id,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ContextualOrchestratorJudge,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,accept_threshold,0.7,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ContextualOrchestratorJudge,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,mode,'auto',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,JudgeCriterion,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,category_anchors,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,JudgeCriterion,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,weight,1.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,JudgeFormatError,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,evidence,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LLMJudgeResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,category_anchors_provided,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LLMJudgeResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,category_count,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LLMJudgeResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,category_method,'direct',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LLMJudgeResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.llm_judge,class,criterion_categories,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,LltmFit,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.lltm,class,,,n/a,No defaulted parameters.,
python,fit_lltm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.lltm,function,compute_lr,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_lltm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.lltm,function,fit_intercept,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_lltm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.lltm,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_lltm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.lltm,function,tol,1e-06,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-06 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,logit,keep,keep,"ADR-0028 rule 1 eponym exception: name is the published statistic's/algorithm's literature-standard term, not a generic object noun; a verb paraphrase would obscure the reference rather than clarify it.",fast_mlsirm.math,function,eps,1e-06,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep eps=1e-06 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,normalize_latent_positions,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.math,function,,,n/a,No defaulted parameters.,
python,sigmoid,keep,keep,"ADR-0028 rule 1 eponym exception: name is the published statistic's/algorithm's literature-standard term, not a generic object noun; a verb paraphrase would obscure the reference rather than clarify it.",fast_mlsirm.math,function,,,n/a,No defaulted parameters.,
python,softplus,keep,keep,"ADR-0028 rule 1 eponym exception: name is the published statistic's/algorithm's literature-standard term, not a generic object noun; a verb paraphrase would obscure the reference rather than clarify it.",fast_mlsirm.math,function,,,n/a,No defaulted parameters.,
python,standardize,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.math,function,,,n/a,No defaulted parameters.,
python,BinaryResponseCell,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.measurement.binary_response,class,_admission_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,BinaryResponseCell,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.measurement.binary_response,class,adjudication_ref,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,BinaryResponseContractError,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.measurement.binary_response,class,,,n/a,No defaulted parameters.,
python,BinaryResponseMatrix,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.measurement.binary_response,class,_admission_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,BinaryResponseState,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.measurement.binary_response,class,,,n/a,No defaulted parameters.,
python,build_binary_response_cell,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.measurement.binary_response,function,adjudication_ref,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_binary_response_matrix,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.measurement.binary_response,function,,,n/a,No defaulted parameters.,
python,MhrmFit,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mhrm,class,,,n/a,No defaulted parameters.,
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,burn_in,200,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep burn_in=200 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,estimate_corr,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,estimate_se,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,family,'2pl',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,max_cycles,2000,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_cycles=2000 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,mh_steps,5,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep mh_steps=5 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,model,1,require,ADR-0028 rule 4: function is model-generic (not model-specific by name) -> model choice has no default.,"Deprecation: keep model=1 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,n_cat,2,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,proposal_sd,1.0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,seed,11400714819323198485,require,ADR-0028 rule 3: stochastic routines must not ship a default seed -> required argument.,"Deprecation: keep seed=11400714819323198485 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,target_accept,0.3,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep target_accept=0.3 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mhrm,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mhrm,function,tol,0.001,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=0.001 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,MixedFormatFit,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mixed,class,,,n/a,No defaulted parameters.,
python,MixedItemParameters,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mixed,class,at_bound,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,MixedItemParameters,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mixed,class,lower_asymptote,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,MixedItemParameters,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mixed,class,upper_asymptote,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,latent_dim,2,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,mask,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,max_iter,100,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=100 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,n_categories,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,n_threads,0,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,q_theta,21,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=21 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,q_xi,7,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_xi=7 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,require_convergence,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixed_items,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixed,function,tol,1e-05,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-05 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,MixtureFit,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mixture,class,,,n/a,No defaulted parameters.,
python,fit_mixture,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixture,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixture,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixture,function,model,'rasch',require,ADR-0028 rule 4: function is model-generic (not model-specific by name) -> model choice has no default.,"Deprecation: keep model='rasch' accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixture,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixture,function,n_classes,2,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_mixture,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixture,function,n_starts,1,require,ADR-0028 rule 1: replicate/bootstrap/draw count; no Monte-Carlo-error source cited -> required argument.,"Deprecation: keep n_starts=1 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixture,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixture,function,seed,625341585,require,ADR-0028 rule 3: stochastic routines must not ship a default seed -> required argument.,"Deprecation: keep seed=625341585 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_mixture,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.mixture,function,tol,1e-06,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-06 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,ComparisonStatus,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_comparison,class,,,n/a,No defaulted parameters.,
python,ModelComparisonResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_comparison,class,,,n/a,No defaulted parameters.,
python,ModelRelation,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_comparison,class,,,n/a,No defaulted parameters.,
python,VuongKernelError,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_comparison,class,,,n/a,No defaulted parameters.,
python,compare_nonnested_models,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_comparison,function,alpha,0.05,require,ADR-0028 rule 2: decision threshold / flag cutoff / stopping rule; no APA 7th source cited for this specific value -> required argument.,"Deprecation: keep alpha=0.05 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,compare_nonnested_models,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_comparison,function,bic_correction,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,compare_nonnested_models,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_comparison,function,model_a,'A',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,compare_nonnested_models,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_comparison,function,model_b,'B',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,compare_nonnested_models,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_comparison,function,omega_tol,1e-12,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep omega_tol=1e-12 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,compare_nonnested_models,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_comparison,function,relation,<ModelRelation.UNKNOWN: 'unknown'>,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,MeasurementModelRelation,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,,,n/a,No defaulted parameters.,
python,ModelComparisonProcedure,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,,,n/a,No defaulted parameters.,
python,ModelRelationEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,formal_distinguishability,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ModelRelationEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,nonlinear_constraints,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ModelRelationEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,null_on_boundary,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ModelRelationEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,parameter_spaces_overlap,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ModelRelationEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,unidentified_under_null,False,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ModelRelationResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_relation,class,,,n/a,No defaulted parameters.,
python,classify_model_relation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_relation,function,,,n/a,No defaulted parameters.,
python,GeneralizationUnit,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_validation,class,,,n/a,No defaulted parameters.,
python,ModelValidationPlan,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_validation,class,,,n/a,No defaulted parameters.,
python,ValidationStrategy,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.model_validation,class,,,n/a,No defaulted parameters.,
python,validate_group_partition,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_validation,function,,,n/a,No defaulted parameters.,
python,validate_temporal_forward_window,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.model_validation,function,,,n/a,No defaulted parameters.,
python,ConfirmatoryModel,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.models,class,,,n/a,No defaulted parameters.,
python,ExploratoryModel,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.models,class,dimensions,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,confirmatory,build_confirmatory_model,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.models,function,,,n/a,No defaulted parameters.,
python,exploratory,build_exploratory_model,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.models,function,dimensions,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,MokkenResult,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.mokken,class,,,n/a,No defaulted parameters.,
